alt,lat,tilt_deg,landed,final_alt,landing_vel,final_att,lateral_err,control_effort,flight_time
60,30,0,0,0.0,99.0,99.0,99.0,99.0,0.0
60,30,5,0,0.0,99.0,99.0,99.0,99.0,0.0
60,30,10,0,0.0,99.0,99.0,99.0,99.0,0.0
60,30,15,0,0.0,99.0,99.0,99.0,99.0,0.0
60,30,20,0,0.0,99.0,99.0,99.0,99.0,0.0
60,30,25,0,0.0,99.0,99.0,99.0,99.0,0.0
60,30,30,0,0.0,99.0,99.0,99.0,99.0,0.0
60,40,0,0,0.0,99.0,99.0,99.0,99.0,0.0
60,40,5,0,0.0,99.0,99.0,99.0,99.0,0.0
60,40,10,0,0.0,99.0,99.0,99.0,99.0,0.0
60,40,15,0,0.0,99.0,99.0,99.0,99.0,0.0
60,40,20,0,0.0,99.0,99.0,99.0,99.0,0.0
60,40,25,0,0.0,99.0,99.0,99.0,99.0,0.0
60,40,30,0,0.0,99.0,99.0,99.0,99.0,0.0
60,50,0,0,0.0,99.0,99.0,99.0,99.0,0.0
60,50,5,0,0.0,99.0,99.0,99.0,99.0,0.0
60,50,10,0,0.0,99.0,99.0,99.0,99.0,0.0
60,50,15,0,0.0,99.0,99.0,99.0,99.0,0.0
60,50,20,0,0.0,99.0,99.0,99.0,99.0,0.0
60,50,25,0,0.0,99.0,99.0,99.0,99.0,0.0
60,50,30,0,0.0,99.0,99.0,99.0,99.0,0.0
80,0,0,0,0.0,99.0,99.0,99.0,99.0,0.0
80,0,5,0,0.0,99.0,99.0,99.0,99.0,0.0
80,0,10,0,0.0,99.0,99.0,99.0,99.0,0.0
80,0,15,0,0.0,99.0,99.0,99.0,99.0,0.0
80,0,20,0,0.0,99.0,99.0,99.0,99.0,0.0
80,0,25,0,0.0,99.0,99.0,99.0,99.0,0.0
80,0,30,0,0.0,99.0,99.0,99.0,99.0,0.0
80,10,0,0,0.0,99.0,99.0,99.0,99.0,0.0
80,10,5,0,0.0,99.0,99.0,99.0,99.0,0.0
80,10,10,0,0.0,99.0,99.0,99.0,99.0,0.0
80,10,15,0,0.0,99.0,99.0,99.0,99.0,0.0
80,10,20,0,0.0,99.0,99.0,99.0,99.0,0.0
80,10,25,0,0.0,99.0,99.0,99.0,99.0,0.0
80,10,30,0,0.0,99.0,99.0,99.0,99.0,0.0
